date,temperature,humidity,windspeed,count
2011-02-14,13.575931087593085,42.284814293059135,33.51266000320156,208.0
2011-02-15,6.179278457968178,38.851770077120825,24.486835477524338,140.0
2011-02-16,8.770811462461069,44.94509552699229,21.6633318168491,218.0
2011-02-17,14.610726332017519,49.49691516709511,20.116371659987216,259.0
2011-02-18,18.874184067817787,50.14834766066839,22.60019605349889,579.0
2011-02-19,14.659043764649107,51.00138809768639,21.365416978691048,452.75
2011-02-20,10.443903461480431,51.85442853470438,20.1306379038832,326.5
2011-02-21,6.228763158311758,52.707468971722356,18.89585882907536,200.25
2011-02-22,2.013622855143081,53.56050940874036,17.661079754267522,74.0
2011-02-23,3.9764704370525688,44.920807095115684,10.415967791688027,139.0
2011-02-24,7.647800581589759,60.239158149100255,21.570957887622555,100.0
2011-02-25,11.059997294064242,61.06457398457582,28.42182220013632,120.0
2011-02-26,11.770706039274867,64.120449562982,27.070024259771603,107.0
2011-02-27,12.481414784485487,67.17632514138816,25.71822631940689,94.0
2011-02-28,13.192123529696113,70.23220071979433,24.366428379042173,81.0
2011-03-01,6.208087618519522,51.1719794344473,19.14063190872085,137.0
2011-03-02,9.602253770166184,46.402680616966585,25.660876018944997,231.0
2011-03-03,2.813871795906394,39.07427444730077,19.806080855249395,123.0
2011-03-04,5.9597327861803375,55.38292349614396,18.207690889142466,214.0
2011-03-05,5.9609248893755655,54.28272267352185,21.48906964765957,224.0
2011-03-06,5.9621169925707935,53.18252185089975,24.770448406176673,234.0
2011-03-07,5.963309095766022,52.08232102827763,28.05182716469377,244.0
2011-03-08,7.491237695283138,44.79741069408741,12.308884363027715,316.0
2011-03-09,7.656791026520437,64.59577696658097,19.4063407012837,191.0
2011-03-10,12.289006017377913,21.3,22.382778496523976,46.0
2011-03-11,8.684433651773501,57.56877069408741,20.320806935016783,247.0
2011-03-12,8.828396669586114,54.72845727506428,18.037161720439038,284.3333333333333
2011-03-13,8.972359687398724,51.88814385604113,15.753516505861286,321.6666666666667
2011-03-14,9.116322705211338,49.04783043701799,13.469871291283539,359.0
2011-03-15,8.72759772163405,57.908641233933174,16.849758463902468,289.0
2011-03-16,11.103161363924787,64.65747516709511,18.191356039881548,321.0
2011-03-17,13.575931087593085,54.96415742930593,18.652298380161046,424.0
2011-03-18,19.78480189607263,50.625740976863746,20.181497063372426,884.0
2011-03-19,17.970735415723137,54.57468637532133,21.555003471532206,723.0
2011-03-20,16.156668935373638,58.523631773778924,22.928509879691987,562.0
2011-03-21,14.34260245502414,62.4725771722365,24.302016287851767,401.0
2011-03-22,14.900506750390875,56.173888843187655,19.80579553037148,460.0
2011-03-23,10.196169516222099,68.17751105398456,20.412895539365405,203.0
2011-03-24,7.118705446774364,66.29406879177378,21.092396736131505,166.0
2011-03-25,6.08391020234993,48.938560411311066,20.160668347284275,300.0
2011-03-26,6.0869070173268245,45.34971660668382,19.720293175288166,274.0
2011-03-27,6.089903832303718,41.76087280205657,19.27991800329205,248.0
2011-03-28,6.092900647280611,38.172028997429315,18.83954283129594,222.0
2011-03-29,7.987947359961499,38.84166385604114,19.894674229843506,317.0
2011-03-30,7.863769943791906,57.40695948586118,16.035084606221847,168.0
2011-03-31,6.290839448654936,72.57555979434447,19.22772732770588,179.0
2011-04-01,7.863769943791906,59.61709511568124,22.156729861991984,307.0
2011-04-02,12.389341369642944,54.77802056555271,25.173160694287358,449.33333333333337
2011-04-03,16.914912795493976,49.93894601542417,28.18959152658273,591.6666666666667
2011-04-04,21.440484221345013,45.09987146529564,31.2060223588781,734.0
2011-04-05,13.534555172525382,57.15100966580978,31.384065082700076,167.0
2011-04-06,12.375532840964885,47.589184473007705,22.4673773228272,413.0
2011-04-07,14.693527833119404,54.96415742930593,15.280685629001795,571.0
2011-04-08,9.643629685233886,67.99241645244216,19.894388904965588,172.0
2011-04-09,13.945449964136143,65.77213737789204,22.212225550747394,399.6666666666666
2011-04-10,18.2472702430384,63.5518583033419,24.5300621965292,627.3333333333333
2011-04-11,22.549090521940656,61.33157922879178,26.84789884231101,855.0
2011-04-12,17.92214065352876,62.571740976863744,23.31022701220241,257.0
2011-04-13,13.451753671423493,67.03857902313625,21.579588965179628,209.0
2011-04-14,16.183656827154493,51.474440205655526,11.59913872920212,529.0
2011-04-15,16.74245519991765,51.50351652956299,12.541905624263876,564.0
2011-04-16,17.30125357268081,51.53259285347045,13.484672519325633,599.0
2011-04-17,17.860051945443967,51.5616691773779,14.427439414387386,634.0
2011-04-18,18.418850318207127,51.59074550128536,15.370206309449143,669.0
2011-04-19,18.087693984766066,58.47710221079692,14.971036805239287,409.0
2011-04-20,22.516705051803626,55.59230652956299,20.95957800545982,613.0
2011-04-21,15.769748663578017,44.02967290488432,26.90382251838329,745.0
2011-04-22,9.685055271268062,62.03661377892032,19.361473364230804,177.0
2011-04-23,14.15544225337333,62.9129329562982,18.548582787037184,375.6666666666666
2011-04-24,18.6258292354786,63.789252133676094,17.735692209843567,574.3333333333333
2011-04-25,23.09621621758387,64.66557131105397,16.922801632649946,773.0
2011-04-26,24.337990379279777,62.013386221079685,26.992415892977405,678.0
2011-04-27,23.75847921349953,67.94590550128534,25.972379454413986,547.0
2011-04-28,23.63430179732995,60.431343856041146,26.59353171364547,569.0
2011-04-29,18.294672902037536,46.821446683804616,20.82675927478813,878.0
2011-04-30,18.943160483252786,51.90093017994858,19.480762940274452,867.6666666666665
2011-05-01,19.591648064468032,56.98041367609254,18.13476660576078,857.3333333333335
2011-05-02,20.24013564568328,62.0598971722365,16.788770271247106,847.0
2011-05-03,23.59292588226223,60.22196082262211,28.145627718309914,603.0
2011-05-04,13.534555172525382,62.45537984575837,27.170458616799394,255.0
2011-05-05,15.769748663578017,46.10027568123393,24.77344431739482,614.0
2011-05-06,16.76316799293474,54.24293059125964,19.98383825419345,894.0
2011-05-07,17.64620187781111,54.219665809768635,18.741581289876798,817.3333333333335
2011-05-08,18.52923576268748,54.196401028277634,17.499324325560142,740.6666666666665
2011-05-09,19.41226964756385,54.17313624678663,16.257067361243482,664.0
2011-05-10,19.41226964756385,48.612872082262214,11.953726221237,694.0
2011-05-11,19.90897931224221,56.639221696658105,12.308313713271875,550.0
2011-05-12,19.536447063733448,63.037017994858616,17.23195113787609,695.0
2011-05-13,18.418850318207127,69.50460863753213,16.52277615380633,692.0
2011-05-14,19.495054591676915,68.10097922879177,15.266062729008404,719.0
2011-05-15,20.571258865146703,66.6973498200514,14.009349304210472,746.0
2011-05-16,21.64746313861649,65.29372041131106,12.752635879412544,773.0
2011-05-17,20.86102272653124,68.08549419023136,23.48677178041531,678.0
2011-05-18,20.281511560750992,69.87686375321337,18.075442808226615,536.0
2011-05-19,19.32946814646197,67.62016133676092,11.421737986355462,735.0
2011-05-20,19.619248564835328,61.47825902313625,12.620102473618786,909.0
2011-05-21,21.19216250298348,63.16108442159385,15.20773756854696,884.6666666666665
2011-05-22,22.765076441131626,64.84390982005142,17.79537266347513,860.3333333333335
2011-05-23,24.337990379279777,66.526735218509,20.383007758403302,836.0
2011-05-24,25.745317872212983,62.66476287917738,18.474897637314392,659.0
2011-05-25,25.786693787280694,60.175449871465304,14.704400706823199,740.0
2011-05-26,28.146064694502915,59.12853470437018,17.943480052188683,758.0
2011-05-27,26.82153870267159,57.80244215938304,20.870699305987788,871.0
2011-05-28,27.980523781007232,57.56398280205656,18.564025996054596,821.5
2011-05-29,29.139508859342875,57.32552344473008,16.2573526861214,772.0
2011-05-30,30.29849393767852,57.087064087403604,13.950679376188205,722.5
2011-05-31,31.457479016014165,56.84860473007711,11.644006066255011,673.0
2011-06-01,30.91939343626809,59.10525131105399,18.474897637314392,513.0
2011-06-02,28.47722102794398,38.32982005141388,24.55196088090955,736.0
2011-06-03,23.75847921349953,41.07508287917739,21.75820233875745,898.0
2011-06-04,24.72429804248896,45.65048370179949,18.63805591333821,823.0
2011-06-05,25.690116871478395,50.22588452442161,15.51790948791898,748.0
2011-06-06,26.655935700467825,54.8012853470437,12.397763062499745,673.0
2011-06-07,28.10468877943521,54.68498005141389,17.099346400862846,763.0
2011-06-08,31.498854931081876,56.03430015424165,13.462096188360224,676.0
2011-06-09,33.11316134128654,53.033143341902324,14.394109902085376,563.0
2011-06-10,30.464059686657443,55.08046272493572,13.728660955556832,815.0
2011-06-11,28.477221027943987,53.025400822622096,17.647027504029978,831.0
2011-06-12,26.49038236923053,50.97033892030848,21.565394052503123,847.0
2011-06-13,24.50354371051708,48.91527701799485,25.48376060097626,863.0
2011-06-14,22.97203880141428,49.61322046272493,22.91105750799256,727.0
2011-06-15,24.089635546940595,47.6357512596401,15.680140458089568,769.0
2011-06-16,24.17238737707601,59.733400411311045,18.43060095001733,545.0
2011-06-17,25.20723229246693,62.38558550128536,13.90520572376973,863.0
2011-06-18,24.97266943181698,62.579464884318774,14.201135176318926,808.3333333333335
2011-06-19,24.73810657116703,62.77334426735219,14.497064628868117,753.6666666666665
2011-06-20,24.50354371051708,62.967223650385606,14.792994081417312,699.0
2011-06-21,26.78011311663742,64.31659958868893,15.902194544330685,774.0
2011-06-22,29.387838856198826,60.803598971722366,15.990431262827391,661.0
2011-06-23,29.139484023859648,60.570932544987144,20.736953269462866,746.0
2011-06-24,28.93255477755464,53.31232071979434,19.540086737808625,969.0
2011-06-25,28.242674724282864,54.89432586118253,16.819109816599244,930.6666666666665
2011-06-26,27.552794671011085,56.476331002570674,14.098132895389865,892.3333333333335
2011-06-27,26.86291461773931,58.058336143958854,11.377155974180484,854.0
2011-06-28,29.925974106911365,56.70901604113111,13.994655072997599,732.0
2011-06-29,29.139484023859648,49.101432493573256,22.378783948233103,848.0
2011-06-30,27.566603199689144,45.54192092544986,16.921303677040868,1027.0
2011-07-01,28.84975327645276,43.42480719794344,11.021926501170283,1246.0
2011-07-02,29.14985283810981,46.13515889460154,11.443672336345545,1192.25
2011-07-03,29.44995239976685,48.84551059125963,11.865418171520805,1138.5
2011-07-04,29.750051961423896,51.555862287917726,12.28716400669607,1084.75
2011-07-05,30.05015152308095,54.26621398457583,12.708909841871328,1031.0
2011-07-06,28.72557586028316,62.80435156812339,14.394109902085376,784.0
2011-07-07,30.21570485431825,57.662853470437014,15.05870287398016,754.0
2011-07-08,28.18749028053709,63.61865614395885,19.761498843074413,692.0
2011-07-09,29.070524165413467,61.34645007712082,21.121737644410924,702.3333333333335
2011-07-10,29.95355805028984,59.074244010282776,22.481976445747442,712.6666666666665
2011-07-11,30.83659193516621,56.80203794344473,23.84221524708395,723.0
2011-07-12,32.409522430303184,52.52135537275065,17.98713475851042,662.0
